课程,学分,任课教师,职称,上课班级,上课班级名称,人数/班级,上课群组名称,行政班级,周次,节次,上课地点,承担单位
建筑空间与形态设计,4,"颜萍,任倩岚","讲师（高校）,讲师（高校）",008962,,0/1,,建筑城规类1802,9-16,501020304,A座303,建筑系
建筑空间与形态设计,4,"颜萍,任倩岚","讲师（高校）,讲师（高校）",008962,,0/1,,建筑城规类1802,9-16,201020304,A座303,建筑系
建筑空间与形态设计,4,"熊艳,吴韬","讲师（高校）,讲师（高校）",008963,,0/1,,建筑城规类1804,9-16,501020304,A座324,建筑系
建筑空间与形态设计,4,"熊艳,吴韬","讲师（高校）,讲师（高校）",008963,,0/1,,建筑城规类1804,9-16,201020304,A座324,建筑系
建筑空间与形态设计,4,"黄文娟,郑瑾","讲师（高校）,讲师（高校）",008964,,0/1,,建筑城规类1801,9-16,501020304,A座302,建筑系
建筑空间与形态设计,4,"黄文娟,郑瑾","讲师（高校）,讲师（高校）",008964,,0/1,,建筑城规类1801,9-16,201020304,A座302,建筑系
建筑空间与形态设计,4,"汤莉,许砚梅","副教授,副教授",008965,,0/1,,建筑城规类1803,9-16,201020304,A座323,建筑系
建筑空间与形态设计,4,"汤莉,许砚梅","副教授,副教授",008965,,0/1,,建筑城规类1803,9-16,501020304,A座323,建筑系
建筑制图,1.5,李兵1,讲师（高校）,008968,,56/2,,"建筑城规类1801,建筑城规类1802",1-6,401020304,A座412,建筑系
建筑制图,1.5,李兵1,讲师（高校）,008969,,60/2,,"建筑城规类1803,建筑城规类1804",1-6,105060708,A座412,建筑系
建筑模型制作,1.5,张楠,教授,008970,,0/1,,建筑城规类1802,7-12,105060708,A座303,建筑系
建筑模型制作,1.5,杨帆,副教授,008971,,0/1,,建筑城规类1804,7-12,105060708,A座324,建筑系
建筑模型制作,1.5,赵明桥,讲师（高校）,008972,,0/1,,建筑城规类1801,7-12,105060708,A座302,建筑系
建筑模型制作,1.5,郑瑾,讲师（高校）,008973,,0/1,,建筑城规类1803,7-12,105060708,A座323,建筑系
视唱练耳（二）,2,周亮,讲师（高校）,008977,,22/1,,舞蹈表演类1801,1-16,40708,艺术楼428-1,舞蹈表演
舞蹈技巧（二）,2,郭贝贝,副教授,008978,,0/1,,舞蹈表演类1801,17,50304,艺术楼109,舞蹈表演
舞蹈技巧（二）,2,郭贝贝,副教授,008978,,0/1,,舞蹈表演类1801,3-17,40102,艺术楼109,舞蹈表演
大学基础英语（二）,3,谢斌,讲师（高校）,008979,,22/1,,舞蹈表演类1801,1-16,30304,外语网络楼104,大学外语部
大学基础英语（二）,3,谢斌,讲师（高校）,008979,,22/1,,舞蹈表演类1801,1-16,10708,外语网络楼349,大学外语部
中国近现代史纲要,3,李兰兰,讲师,008980,,57/3,,"舞蹈表演类1801,音乐表演类1802,音乐表演类1801","1,3,5,7,9,11,13,15-16",30102,B座315,史纲教研中心
芭蕾舞基训（二）,4,郭贝贝,副教授,008981,,22/1,,舞蹈表演类1801,3-17,20506,艺术楼109,舞蹈表演
芭蕾舞基训（二）,4,郭贝贝,副教授,008981,,22/1,,舞蹈表演类1801,17,30102,艺术楼109,舞蹈表演
芭蕾舞基训（二）,4,郭贝贝,副教授,008981,,22/1,,舞蹈表演类1801,3-17,10102,艺术楼109,舞蹈表演
芭蕾舞基训（二）,4,郭贝贝,副教授,008981,,22/1,,舞蹈表演类1801,17,50102,艺术楼109,舞蹈表演
中国古典舞身韵（一）,4,龚倩,副教授,008982,,22/1,,舞蹈表演类1801,1-16,40506,艺术楼126,舞蹈表演
中国古典舞身韵（一）,4,龚倩,副教授,008982,,22/1,,舞蹈表演类1801,1-16,50708,艺术楼109,舞蹈表演
汉族民间舞,4,周智辉,讲师（高校）,008983,,22/1,,舞蹈表演类1801,1-16,40304,艺术楼126,舞蹈表演
汉族民间舞,4,周智辉,讲师（高校）,008983,,22/1,,舞蹈表演类1801,1-16,10304,艺术楼126,舞蹈表演
大学生心理健康教育,1,林洁,,008985,,57/3,,"舞蹈表演类1801,音乐表演类1802,音乐表演类1801",9-16,50102,C座105,思想政治教育系
形势与政策,2,张金学,副研究员,008989,,97/5,,"舞蹈表演类1801,音乐表演类1801,艺术设计类1802,艺术设计类1801,音乐表演类1802","8,14",50910,B座213,形势与政策教研中心
视唱练耳（二）,2,胡悍,讲师（高校）,008991,,35/2,,"音乐表演类1802,音乐表演类1801",1-16,40506,艺术楼428-1,音乐表演
形体与舞蹈-1,2,周智辉,讲师（高校）,008992,,0/2,,"音乐表演类1801,音乐表演类1802",1-16,20304,艺术楼126,音乐表演
基础和声-1,3,胡悍,讲师（高校）,008994,,35/2,,"音乐表演类1801,音乐表演类1802",1-16,1020304,艺术楼428-1,音乐表演
大学基础英语（二）,3,丁新华,副教授,008996,,17/1,,音乐表演类1802,1-16,20102,外语网络楼225,大学外语部
大学基础英语（二）,3,丁新华,副教授,008996,,17/1,,音乐表演类1802,1-16,40304,外语网络楼102,大学外语部
大学基础英语（二）,3,何佳,副教授,008997,,18/1,,音乐表演类1801,1-16,40304,外语网络楼104,大学外语部
大学基础英语（二）,3,何佳,副教授,008997,,18/1,,音乐表演类1801,1-16,20102,外语网络楼346,大学外语部
钢琴重奏（一）,2,谢莎莉,讲师（高校）,009008,,0/2,,"音乐表演类1802,音乐表演类1801",1-16,40708,艺术楼139,音乐表演
钢琴艺术史,2,江炜,副教授,009011,,0/2,,"音乐表演类1802,音乐表演类1801",1-16,30304,艺术楼201,音乐表演
大学生心理健康教育,1,林洁,,009014,,78/4,,"艺术设计类1806,艺术设计类1808,艺术设计类1805,艺术设计类1807",9-16,20708,B座213,思想政治教育系
大学生心理健康教育,1,林洁,,009016,,79/4,,"艺术设计类1804,艺术设计类1802,艺术设计类1803,艺术设计类1801",9-16,40506,B座213,思想政治教育系
人机工程学,2,廖晔,讲师（高校）,009028,,39/2,,"艺术设计类1804,艺术设计类1803",1-4,301020304,艺术楼112,产品设计
人机工程学,2,廖晔,讲师（高校）,009028,,39/2,,"艺术设计类1804,艺术设计类1803",1-4,101020304,艺术楼112,产品设计
人机工程学,2,张莉立,高级工程师,009030,,39/2,,"艺术设计类1806,艺术设计类1805",1-4,401020304,艺术楼112,产品设计
人机工程学,2,张莉立,高级工程师,009030,,39/2,,"艺术设计类1806,艺术设计类1805",1-4,501020304,艺术楼112,产品设计
人机工程学,2,乔煜,讲师（高校）,009032,,39/2,,"艺术设计类1807,艺术设计类1808",1-4,405060708,艺术楼110,产品设计
人机工程学,2,乔煜,讲师（高校）,009032,,39/2,,"艺术设计类1807,艺术设计类1808",1-4,101020304,艺术楼110,产品设计
形势与政策,2,张金学,副研究员,009036,,117/6,,"艺术设计类1805,艺术设计类1803,艺术设计类1804,艺术设计类1808,艺术设计类1806,艺术设计类1807","8,14",20506,B座213,形势与政策教研中心
速写,2,邓海燕,讲师（高校）,009044,,20/1,,艺术设计类1803,1-4,201020304,艺术楼417,视觉传达
速写,2,邓海燕,讲师（高校）,009044,,20/1,,艺术设计类1803,1-4,505060708,艺术楼417,视觉传达
速写,2,曾元滔,讲师（高校）,009045,,20/1,,艺术设计类1802,1-4,405060708,艺术楼419,视觉传达
速写,2,曾元滔,讲师（高校）,009045,,20/1,,艺术设计类1802,1-4,101020304,艺术楼419,视觉传达
速写,2,邓海燕,讲师（高校）,009046,,20/1,,艺术设计类1801,1-4,101020304,艺术楼417,视觉传达
速写,2,邓海燕,讲师（高校）,009046,,20/1,,艺术设计类1801,1-4,405060708,艺术楼417,视觉传达
速写,2,姚立平,讲师（高校）,009047,,19/1,,艺术设计类1808,1-4,505060708,艺术楼408,视觉传达
速写,2,姚立平,讲师（高校）,009047,,19/1,,艺术设计类1808,1-4,201020304,艺术楼408,视觉传达
速写,2,阚勒,教授,009049,,19/1,,艺术设计类1804,1-4,501020304,艺术楼404,视觉传达
速写,2,阚勒,教授,009049,,19/1,,艺术设计类1804,1-4,201020304,艺术楼404,视觉传达
速写,2,卢雨,教授,009050,,20/1,,艺术设计类1807,1-4,105060708,艺术楼408,视觉传达
速写,2,卢雨,教授,009050,,20/1,,艺术设计类1807,1-4,501020304,艺术楼408,视觉传达
速写,2,肖山,讲师（高校）,009051,,19/1,,艺术设计类1806,1-4,505060708,艺术楼406,视觉传达
速写,2,肖山,讲师（高校）,009051,,19/1,,艺术设计类1806,1-4,201020304,艺术楼406,视觉传达
书法,2,罗红胜,副教授,009052,,0/2,,"艺术设计类1803,艺术设计类1804",6-9,301020304,艺术楼110,美术系
书法,2,罗红胜,副教授,009052,,0/2,,"艺术设计类1803,艺术设计类1804",6-9,505060708,艺术楼110,美术系
书法,2,向彬,教授,009054,,0/2,,"艺术设计类1806,艺术设计类1805",6-9,301020304,艺术楼112,美术系
书法,2,向彬,教授,009054,,0/2,,"艺术设计类1806,艺术设计类1805",6-9,201020304,艺术楼112,美术系
书法,2,向彬,教授,009056,,0/2,,"艺术设计类1801,艺术设计类1802",6-9,105060708,艺术楼110,美术系
书法,2,向彬,教授,009056,,0/2,,"艺术设计类1801,艺术设计类1802",6-9,505060708,艺术楼112,美术系
书法,2,罗红胜,副教授,009058,,0/2,,"艺术设计类1807,艺术设计类1808",6-9,101020304,艺术楼112,美术系
书法,2,罗红胜,副教授,009058,,0/2,,"艺术设计类1807,艺术设计类1808",6-9,401020304,艺术楼112,美术系
三维设计,3,徐皎,讲师（高校）,009060,,20/1,,艺术设计类1803,11-16,501020304,艺术楼112,产品设计
三维设计,3,徐皎,讲师（高校）,009060,,20/1,,艺术设计类1803,11-16,201020304,艺术楼112,产品设计
三维设计,3,皮燕翔,讲师（高校）,009061,,20/1,,艺术设计类1802,11-16,105060708,艺术楼110,产品设计
三维设计,3,皮燕翔,讲师（高校）,009061,,20/1,,艺术设计类1802,11-16,301020304,艺术楼110,产品设计
三维设计,3,曾元滔,讲师（高校）,009062,,20/1,,艺术设计类1805,11-16,301020304,艺术楼302,产品设计
三维设计,3,曾元滔,讲师（高校）,009062,,20/1,,艺术设计类1805,11-16,105060708,艺术楼303,产品设计
三维设计,3,刘小静,副教授,009063,,19/1,,艺术设计类1808,11-16,505060708,艺术楼303,产品设计
三维设计,3,刘小静,副教授,009063,,19/1,,艺术设计类1808,11-16,201020304,艺术楼303,产品设计
三维设计,3,陈彦颖,讲师（高校）,009064,,19/1,,艺术设计类1806,11-16,101020304,艺术楼302,产品设计
三维设计,3,陈彦颖,讲师（高校）,009064,,19/1,,艺术设计类1806,11-16,401020304,艺术楼302,产品设计
三维设计,3,徐鸣,副教授,009065,,19/1,,艺术设计类1804,11-16,401020304,艺术楼112,产品设计
三维设计,3,徐鸣,副教授,009065,,19/1,,艺术设计类1804,11-16,105060708,艺术楼112,产品设计
三维设计,3,李志榕,教授,009066,,20/1,,艺术设计类1807,11-16,101020304,艺术楼303,产品设计
三维设计,3,李志榕,教授,009066,,20/1,,艺术设计类1807,11-16,401020304,艺术楼303,产品设计
数字图像图形技术,3,徐皎,讲师（高校）,009068,,20/1,,艺术设计类1803,5-10,501020304,艺术楼205,视觉传达
数字图像图形技术,3,徐皎,讲师（高校）,009068,,20/1,,艺术设计类1803,5-10,201020304,艺术楼205,视觉传达
数字图像图形技术,3,周娉,副教授,009069,,20/1,,艺术设计类1802,5-10,301020304,艺术楼206,视觉传达
数字图像图形技术,3,周娉,副教授,009069,,20/1,,艺术设计类1802,5-10,501020304,艺术楼206,视觉传达
数字图像图形技术,3,曾毅,副教授,009070,,20/1,,艺术设计类1805,5-10,505060708,艺术楼206,视觉传达
数字图像图形技术,3,曾毅,副教授,009070,,20/1,,艺术设计类1805,5-10,401020304,艺术楼206,视觉传达
数字图像图形技术,3,曾毅,副教授,009071,,19/1,,艺术设计类1808,5-10,405060708,艺术楼206,视觉传达
数字图像图形技术,3,曾毅,副教授,009071,,19/1,,艺术设计类1808,5-10,105060708,艺术楼206,视觉传达
数字图像图形技术,3,徐鸣,副教授,009072,,20/1,,艺术设计类1801,5-10,301020304,艺术楼205,视觉传达
数字图像图形技术,3,徐鸣,副教授,009072,,20/1,,艺术设计类1801,5-10,101020304,艺术楼205,视觉传达
数字图像图形技术,3,周娉,副教授,009073,,19/1,,艺术设计类1804,5-10,101020304,艺术楼206,视觉传达
数字图像图形技术,3,周娉,副教授,009073,,19/1,,艺术设计类1804,5-10,201020304,艺术楼206,视觉传达
数字图像图形技术,3,刘小静,副教授,009074,,20/1,,艺术设计类1807,5-10,105060708,艺术楼205,视觉传达
数字图像图形技术,3,刘小静,副教授,009074,,20/1,,艺术设计类1807,5-10,405060708,艺术楼205,视觉传达
数字图像图形技术,3,刘小静,副教授,009075,,19/1,,艺术设计类1806,5-10,401020304,艺术楼205,视觉传达
数字图像图形技术,3,刘小静,副教授,009075,,19/1,,艺术设计类1806,5-10,505060708,艺术楼205,视觉传达
大学基础英语（二）,3,赵科红,讲师（高校）,009076,,20/1,,艺术设计类1803,1-16,40102,外语网络楼225,大学外语部
大学基础英语（二）,3,赵科红,讲师（高校）,009076,,20/1,,艺术设计类1803,1-16,10506,外语网络楼102,大学外语部
大学基础英语（二）,3,王文燕,讲师（高校）,009077,,20/1,,艺术设计类1802,1-16,20304,外语网络楼345,大学外语部
大学基础英语（二）,3,王文燕,讲师（高校）,009077,,20/1,,艺术设计类1802,1-16,40102,外语网络楼105,大学外语部
大学基础英语（二）,3,赵科红,讲师（高校）,009078,,20/1,,艺术设计类1805,1-16,40506,外语网络楼225,大学外语部
大学基础英语（二）,3,赵科红,讲师（高校）,009078,,20/1,,艺术设计类1805,1-16,10102,外语网络楼108,大学外语部
大学基础英语（二）,3,傅淑玲,讲师（高校）,009079,,19/1,,艺术设计类1808,1-16,50304,外语网络楼102,大学外语部
大学基础英语（二）,3,傅淑玲,讲师（高校）,009079,,19/1,,艺术设计类1808,1-16,30102,外语网络楼229,大学外语部
大学基础英语（二）,3,王文燕,讲师（高校）,009080,,20/1,,艺术设计类1801,1-16,20506,外语网络楼345,大学外语部
大学基础英语（二）,3,王文燕,讲师（高校）,009080,,20/1,,艺术设计类1801,1-16,40304,外语网络楼108,大学外语部
大学基础英语（二）,3,丁新华,副教授,009081,,19/1,,艺术设计类1804,1-16,40708,外语网络楼138,大学外语部
大学基础英语（二）,3,丁新华,副教授,009081,,19/1,,艺术设计类1804,1-16,20506,外语网络楼102,大学外语部
大学基础英语（二）,3,赵科红,讲师（高校）,009082,,20/1,,艺术设计类1807,1-16,30102,外语网络楼344,大学外语部
大学基础英语（二）,3,赵科红,讲师（高校）,009082,,20/1,,艺术设计类1807,1-16,50506,外语网络楼108,大学外语部
大学基础英语（二）,3,谢斌,讲师（高校）,009083,,19/1,,艺术设计类1806,1-16,40708,外语网络楼104,大学外语部
大学基础英语（二）,3,谢斌,讲师（高校）,009083,,19/1,,艺术设计类1806,1-16,10506,外语网络楼349,大学外语部
中国近现代史纲要,3,万琼华,教授,009086,,78/4,,"艺术设计类1807,艺术设计类1805,艺术设计类1806,艺术设计类1808","1,3,5,7,9,11,13,15-16",20506,B座212,史纲教研中心
中国近现代史纲要,3,万琼华,教授,009088,,79/4,,"艺术设计类1801,艺术设计类1804,艺术设计类1803,艺术设计类1802","1,3,5,7,9,11,13,15-16",20708,B座309,史纲教研中心
矿山压供排,2,尹土兵,副教授,009199,,0/2,,"采矿1603,采矿1604",9-16,30506,科教北208,采矿工程系
矿山压供排,2,尹土兵,副教授,009199,,0/2,,"采矿1603,采矿1604",9-16,10506,科教北208,采矿工程系
系统工程概论,2,"杨珊,王少锋",讲师（高校）,009204,,0/2,,"采矿1604,采矿1603",1-8,40708,科教北206,采矿工程系
系统工程概论,2,"杨珊,王少锋",讲师（高校）,009204,,0/2,,"采矿1604,采矿1603",1-8,20102,科教北207,采矿工程系
采矿专业英语,2,"高峰,李杰林","副教授,副教授",009207,,0/2,,"采矿1604,采矿1603",3-10,40304,科教北206,采矿工程系
采矿专业英语,2,"高峰,李杰林","副教授,副教授",009207,,0/2,,"采矿1604,采矿1603",3-10,20506,科教北206,采矿工程系
采矿工程案例分析,2,"史秀志,刘志祥,黄仁东,胡建华","教授,教授,教授,教授",009211,,0/2,,"采矿1601,采矿1602",5-8,50304,科教北206,采矿工程系
采矿工程案例分析,2,"史秀志,刘志祥,黄仁东,胡建华","教授,教授,教授,教授",009211,,0/2,,"采矿1601,采矿1602",5-8,20102,科教北206,采矿工程系
矿井通风与制冷,2.5,李孜军,教授,009218,,40/2,,"采矿1603,采矿1604",1-8,10304,科教北206,采矿工程系
矿井通风与制冷,2.5,李孜军,教授,009218,,40/2,,"采矿1603,采矿1604",1-8,30102,科教北207,采矿工程系
矿井通风与制冷,2.5,李孜军,教授,009218,,40/2,,"采矿1603,采矿1604",1-8,50910,科教北206,采矿工程系
充填理论与技术,2.5,张钦礼,教授,009219,,0/2,,"采矿1603,采矿1604",9-16,10910,科教北208,采矿工程系
充填理论与技术,2.5,张钦礼,教授,009219,,0/2,,"采矿1603,采矿1604",9-16,40708,科教北206,采矿工程系
充填理论与技术,2.5,张钦礼,教授,009219,,0/2,,"采矿1603,采矿1604",9-16,20708,科教北208,采矿工程系
矿山环境与安全工程,2.5,陈秋松,特聘副教授,009223,,0/2,,"采矿1603,采矿1604",7-16,30304,科教北208,采矿工程系
